OBJECTID,F5_Digit_NTD_ID,NTDID5,Legacy_NTD_ID,Agency_Name,Reporter_Acronym,Doing_Business_As,Reporter_Status,Reporter_Type,Reporting_Module,Organization_Type,Reported_By_NTD_ID,Reported_by_Name,Subrecipient_Type,FY_End_Date,Original_Due_Date,Address_Line_1,Address_Line_2,PO_Box,City,State,Zip_Code,Zip_Code_Ext,Region,URL,FTA_Recipient_ID,Service_Area_Sq_Miles,Service_Area_Pop,Primary_UZA,UZA_Name,Tribal_Area_Name,Density,Sq_Miles,Required_Reporter,VOMS_DO,VOMS_PT,Total_VOMS,Volunteer_Drivers,Personal_Vehicles,MSGUSPS,MSG2KX,LON,LAT,NTMParticipation
464,50198,50198,5198,Medina County Public Transit,MCPT, ,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,12/31/2016 0:00,4/30/2017 0:00,144 North Broadway Street, , ,Medina,OH,44256, ,5,http://www.medinaco.org/transit/index.html/,7192,425,174091,25,"Cleveland, OH", ,2307,772,N,16,1,17, , ,100% Overall probable correctness,** Street-Level Rooftop **,-81.8624,41.139806,Yet To Be Contacted
465,50200,50200,5200,Warren County Transit Services,WCTS, ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,9/30/2016 0:00,1/31/2017 0:00,"406 Justice Dr., Room 311",County Admin Building, ,Lebanon,OH,45036, ,5,http://www.co.warren.oh.us/transit/, ,72,118747,30,"Cincinnati, OH-KY-IN", ,2063,788,N,0,19,19, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.203064,39.425234,Yet To Be Contacted
466,50201,50201,5201,Hancock Area Rural Transit,HART, ,Active,Reduced Reporter,Urban,Private-Non-Profit Corporation, , , ,12/31/2016 0:00,4/30/2017 0:00,1870 Fields Blvd., , ,Greenfield,IN,46140, ,5,http://hcssi.org/, ,304,70002,33,"Indianapolis, IN", ,2108,706,N,12, ,12, , ,100% Overall probable correctness,** Street-Level Rooftop **,-85.773701,39.812205,Yet To Be Contacted
467,50202,50202,5202,City of West Bend, , ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,12/31/2016 0:00,4/30/2017 0:00,1115 South Main Street, , ,West Bend,WI,53095, ,5,http://www.ci.west-bend.wi.us/,7173,15,31380,405,"West Bend, WI", ,1778,38,Y,0,14,14, , ,100% Overall probable correctness,** Street-Level Rooftop **,-88.181397,43.405696,Yet To Be Contacted
468,50204,50204,5204,Jackson County Mass Transit District,JCMTD, ,Active,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,602 E. College Street, , ,Carbondale,IL,62901,3309,5,www.jcmtd.com,7208,584,59677,408,"Carbondale, IL", ,1393,49,Y,28, ,28, , ,100% Overall probable correctness,** Street-Level Rooftop **,-89.207278,37.722402,Yet To Be Contacted
469,50205,50205,5205,Greater Mankato Transit System,MTS, ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,12/31/2016 0:00,4/30/2017 0:00,10 Civic Center Plaza, ,3368,Mankato,MN,56002,3368,5,http://www.ci.mankato.mn.us/,2122,24,52703,456,"Mankato, MN", ,2183,26,Y,17, ,17, , ,100% Overall probable correctness,** Street-Level Rooftop **,-94.003789,44.16519,Yet To Be Contacted
470,50207,50207,5207,Midland Dial-A-Ride,Midland DART, ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,6/30/2016 0:00,10/31/2016 0:00,4811 N. Saginaw Rd., , ,Midland,MI,48640, ,5,www.cityofmidlandmi.gov,7243,36,42075,450,"Midland, MI", ,1315,45,N,12, ,12, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.285712,43.641098,Yet To Be Contacted
471,50208,50208,5208,Midland County Board of Commissioners, , ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,9/30/2016 0:00,1/31/2017 0:00,884 E. Isabella Road, , ,Midland,MI,48640, ,5,http://countyconnectionofmidland.org/, ,528,83629,450,"Midland, MI", ,1315,45,N,22, ,22, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.334345,43.612086,Yet To Be Contacted
472,50210,50210,5210,City of Hartford, , ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,12/31/2016 0:00,4/30/2017 0:00,109 N. Main Street, , ,Hartford,WI,53027, ,5,http://www.ci.hartford.wi.us/,7217,8,14403,405,"West Bend, WI", ,1778,38,Y,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-88.37912,43.319253,Yet To Be Contacted
473,50212,50212,5212,Stateline Mass Transit District,SMTD, ,Active,Separate Service,Urban,Independent Public Agency or Authority of Transit Service, , , ,6/30/2016 0:00,10/31/2016 0:00,101 E. Main Street, , ,Rockton,IL,61072,2520,5,http://www.smtd.biz/,6754,51,42803,432,"Beloit, WI-IL", ,1858,34,Y,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-89.072451,42.452663,Yet To Be Contacted
474,50213,50213,5213,M-1 Rail, , ,Active,Building Reporter,Urban,Private-Non-Profit Corporation, , , ,9/30/2016 0:00,1/31/2017 0:00,7520 Woodward Ave, , ,Detroit,MI,48202, ,5,http://m-1rail.com/, ,0,0,11,"Detroit, MI", ,2793,1337, ,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-83.074493,42.372412,Yet To Be Contacted
475,50214,50214,5214,DeKalb County,VAC, ,Active,Separate Service,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,6/30/2016 0:00,10/31/2016 0:00,200 North Main Street, , ,Sycamore,IL,60178, ,5,http://www.vacdk.com/, ,648,104820,404,"DeKalb, IL", ,2658,26,Y,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-88.684036,41.989668,Yet To Be Contacted
476,50215,50215,5215,Voluntary Action Center,VAC, ,Active,Reduced Reporter,Urban,Private-Non-Profit Corporation, , , ,6/30/2016 0:00,10/31/2016 0:00,1606 Bethany Road, , ,Sycamore,IL,60178, ,5,http://www.vacdk.com/, ,608,65653,404,"DeKalb, IL", ,2658,26,N,27, ,27, , ,100% Overall probable correctness,** Street-Level Rooftop **,-88.708901,41.96583,Yet To Be Contacted
477,50516,50516,5219,City of Plymouth,Plymouth Metrolink, ,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,12/31/2016 0:00,4/30/2017 0:00,3400 Plymouth Boulevard, , ,City of Plymouth,MN,55447,1482,5,www.plymouthmn.gov, ,35,74592,16,"Minneapolis-St. Paul, MN-WI", ,2594,1022,Y,0,37,37, , ,100% Overall probable correctness,** Street-Level Rooftop **,-93.475252,45.018769,Yet To Be Contacted
478,50517,50517,5220,City of Maple Grove, , ,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,12/31/2016 0:00,4/30/2017 0:00,PO Box 1180, , ,Maple Grove,MN,55311, ,5,www.maplegrovetransit.org, ,36,69249,16,"Minneapolis-St. Paul, MN-WI", ,2594,1022,Y,0,7,7, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-93.5068,45.0945,Yet To Be Contacted
479,50518,50518,5221,SouthWest Transit,SWT, ,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,12/31/2016 0:00,4/30/2017 0:00,13500 Technology Drive, , ,Eden Prairie,MN,55344, ,5,www.swtransit.org, ,81,112518,16,"Minneapolis-St. Paul, MN-WI", ,2594,1022,Y,0,66,66, , ,100% Overall probable correctness,** Street-Level Rooftop **,-93.444687,44.859367,Yet To Be Contacted
480,55222,55222,5T01,Grand Portage Reservation Tribal Council,na, ,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,83 Stevens Road, ,428,Grand Portage,MN,55605, ,5,http://www.grandportage.com/,6699,0,0,0,Minnesota Non-UZA,"Grand Portage Reservation and Off-Reservation Trust Land, MN",0,0, ,12, ,12, , ,100% Overall probable correctness,** Street-Level Rooftop **,-89.689837,47.964269,Yet To Be Contacted
481,55228,55228,5T03,Menominee Indian Tribe of Wisconsin, , ,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,W2727 Our Children's Road, ,910,Keshena,WI,54135, ,5,http://www.menominee-nsn.gov/,6694,0,0,0,Wisconsin Non-UZA,"Menominee Reservation and Off-Reservation Trust Land, WI",0,0, ,42, ,42, , ,Street not found,**  Centroid Lat/Long   **,-88.7348,44.9867,Yet To Be Contacted
482,55234,55234,5T04,Red Lake Band of the Chippewa,RLT, ,Active,Reduced Reporter,Tribal,Tribe, , , ,12/31/2016 0:00,4/30/2017 0:00,24415 Highway 1 West, ,95,Red Lake,MN,56671,95,5,NA,6692,0,0,0,Minnesota Non-UZA,"Red Lake Reservation, MN",0,0, ,6, ,6, , ,House # not found on this street,**  Centroid Lat/Long   **,-95.3137,48.0262,Yet To Be Contacted
483,55240,55240,5T02,Lac Courte Oreilles Band of Ojibwe,LCO, ,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,13394W Trepania Rd,Bldg 1, ,Hayward,WI,54843, ,5, ,6818,0,0,0,Wisconsin Non-UZA,"Lac Courte Oreilles Reservation and Off-Reservation Trust Land, WI",0,0, ,2, ,2, , ,100% Overall probable correctness,** Street-Level Rooftop **,-91.367607,45.941641,Yet To Be Contacted
484,55246,55246,5T05,Fond du Lac Reservation,FDL, ,Active,Reduced Reporter,Tribal,Tribe, , , ,12/31/2016 0:00,4/30/2017 0:00,1720 Big Lake Road, , ,Cloquet,MN,55720, ,5,http://www.fdlrez.com/,6935,0,0,0,Minnesota Non-UZA,"Fond du Lac Reservation and Off-Reservation Trust Land, MN--WI",0,0, ,5, ,5, , ,100% Overall probable correctness,** Street-Level Rooftop **,-92.515701,46.714044,Yet To Be Contacted
485,55258,55258,5T08,Leech Lake Band of Ojibwe, , ,Active,Reduced Reporter,Tribal,Tribe, , , ,6/30/2016 0:00,10/31/2016 0:00,190 Sailstar Drive NW, , ,Cass Lake,MN,56633, ,5,http//www.llojibwe.org,6688,0,0,0,Minnesota Non-UZA,"Leech Lake Reservation and Off-Reservation Trust Land, MN",0,0, ,2, ,2, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-94.5643,47.5044,Yet To Be Contacted
486,55270,55270,5T10,White Earth Band of Chippewa,WEPT, ,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,P.O. Box 418, ,418,White Earth,MN,56591, ,5,http://www.whiteearth.com/,6499,0,0,0,Minnesota Non-UZA,"White Earth Reservation and Off-Reservation Trust Land, MN",0,0, ,8, ,8, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-95.7397,47.0328,Yet To Be Contacted
487,55276,55276,5T11,Oneida Tribe of Indians of Wisconsin, , ,Active,Reduced Reporter,Tribal,Tribe, , , ,12/31/2016 0:00,4/30/2017 0:00,3759 W. Mason St.,Suite 5,365,Oneida,WI,54155, ,5,N/A, ,0,0,0,Wisconsin Non-UZA,"Oneida (WI) Reservation and Off-Reservation Trust Land, WI",0,0, ,10, ,10, , ,100% Overall probable correctness,** Street-Level Rooftop **,-88.151676,44.511568,Yet To Be Contacted
488,55282,55282,5T12,Bad River Band of Lake Superior Tribe of Chippewa,BRT, ,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,73430 US Hwy 2, ,126,Odanah,WI,54861,126,5,http://www.badriver-nsn.gov/,7230,0,0,0,Wisconsin Non-UZA,"Bad River Reservation, WI",0,0, ,2, ,2, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-90.6891,46.5384,Yet To Be Contacted
489,55300,55300,5T17,Lac du Flambeau Band of Lake Superior Chippewa Indians, , ,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,P.O. Box 67, , ,Lac Du Flambeau,WI,54538, ,5,n/a, ,0,0,0,Wisconsin Non-UZA,"Lac du Flambeau Reservation, WI",0,0, ,0,3,3, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-89.9181,45.9411,Yet To Be Contacted
490,55308,55308,5217,City of Stoughton, , ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,12/31/2016 0:00,4/30/2017 0:00,381 E. Main Street, , ,Stoughton,WI,53589, ,5,http://www.ci.stoughton.wi.us/, ,5,12611,92,"Madison, WI", ,2660,151, ,0,5,5, , ,100% Overall probable correctness,** Street-Level Rooftop **,-89.216923,42.916571,Yet To Be Contacted
491,55311,55311, ,City of Cincinnati, , ,Active,Building Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,6/30/2016 0:00,10/31/2016 0:00,801 Plum St., , ,Cincinnati,OH,45202, ,5,http://www.cincinnati-oh.gov/cityofcincinnati, ,0,0,30,"Cincinnati, OH-KY-IN", ,2063,788,N,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-84.519018,39.10439,Yet To Be Contacted
492,55312,55312, ,City of Milwaukee, , ,Active,Building Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,12/31/2016 0:00,4/30/2017 0:00,841 North Broadway,Room 501, ,Milwaukee,WI,53202, ,5,http://city.milwaukee.gov/mpw#.Vbfi5NVhBc, ,0,0,35,"Milwaukee, WI", ,2523,546,N,0, ,0, , ,100% Overall probable correctness,** Street-Level Rooftop **,-87.908422,43.042119,Yet To Be Contacted
493,60001,60001,6001,Amarillo City Transit,ACT, ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,9/30/2016 0:00,1/31/2017 0:00,801 East 23rd, ,1971,Amarillo,TX,79105,1971,6,http://www.ci.amarillo.tx.us/,1530,74,190695,182,"Amarillo, TX", ,2423,81,Y,20, ,20, , ,House # not found on this street,**  Centroid Lat/Long   **,-101.8367,35.2077,Yet To Be Contacted
494,60002,60002,6T02,Chickasaw Nation, , ,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,PO Box 1548, , ,Ada,OK,74821,1548,6,http://www.chickasaw.net/,5490,0,0,0,Oklahoma Non-UZA,"Chickasaw OTSA, OK",0,0, ,29, ,29, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-96.6755,34.7755,Yet To Be Contacted
495,60003,60003,6T03,Choctaw Nation of Oklahoma, , ,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,P.O. Box 146, ,146,Hugo,OK,74743, ,6,http://cntransit.cnhsa.com,6705,0,0,0,Oklahoma Non-UZA,"Choctaw OTSA, OK",0,0, ,22, ,22, , ,100% Overall probable correctness,**  Centroid Lat/Long   **,-95.5212,34.0152,Yet To Be Contacted
496,60004,60004,6T04,Citizen Potawatomi Nation,CPN, ,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,1601 South Gordon Cooper DR., , ,Shawnee,OK,74801, ,6,http://www.potawatomi.org/,6715,0,0,0,Oklahoma Non-UZA,"Citizen Potawatomi Nation-Absentee Shawnee OTSA, OK",0,0, ,7, ,7, , ,80% Overall probable correctness,** Street-Level Rooftop **,-96.92576,35.301901,Yet To Be Contacted
497,60005,60005,6T05,Comanche Nation, ,Comanche Nation Transit,Active,Reduced Reporter,Tribal,Tribe, , , ,9/30/2016 0:00,1/31/2017 0:00,584  NW Bingo RD, ,908,Lawton,OK,73502,908,6,www.comanchenation.com/,6904,0,0,0,Oklahoma Non-UZA,"Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA, OK; Kiowa-Comanche-Apache-Fort Sill Apache OTSA, OK",0,0, ,9, ,9, , ,100% Overall probable correctness,** Street-Level Rooftop **,-98.400338,34.725373,Yet To Be Contacted
498,60009,60009,6009,"Laredo Transit Management, Inc.",El Metro, ,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,9/30/2016 0:00,1/31/2017 0:00,1301 Farragut Street,"3rd Floor, West", ,Laredo,TX,78040, ,6,http://www.ci.laredo.tx.us/,2069,59,236091,157,"Laredo, TX", ,3589,66,Y,54, ,54, , ,100% Overall probable correctness,** Street-Level Rooftop **,-99.5085,27.505529,Yet To Be Contacted
499,60011,60011,6011,VIA Metropolitan Transit,VIA, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,9/30/2016 0:00,1/31/2017 0:00,800 West Myrtle, ,12489,San Antonio,TX,78212, ,6,http://www.viainfo.net/,1937,1213,1825502,26,"San Antonio, TX", ,2945,597,Y,486,330,816, , ,90% Overall probable correctness,** Street-Level Rooftop **,-98.502074,29.444779,Yet To Be Contacted
500,60012,60012,6012,"Waco Transit System, Inc.",WTS, ,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,9/30/2016 0:00,1/31/2017 0:00,"301 South 8th Street, Suite 100", , ,Waco,TX,76701, ,6,http://www.waco-texas.com/,1558,99,173192,196,"Waco, TX", ,1910,90,Y,25, ,25, , ,90% Overall probable correctness,** Street-Level Rooftop **,-97.132616,31.55272,Yet To Be Contacted
501,60013,60013,6013,Port Arthur Transit,PAT, ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,9/30/2016 0:00,1/31/2017 0:00,344 Procter Street, ,1089,Port Arthur,TX,77641,1089,6,http://www.portarthur.net,1553,39,57755,215,"Port Arthur, TX", ,1451,106,Y,10, ,10, , ,100% Overall probable correctness,** Street-Level Rooftop **,-93.935933,29.870172,Yet To Be Contacted
502,60015,60015,6015,Island Transit,I T, ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,9/30/2016 0:00,1/31/2017 0:00,3115 Market Street, , ,Galveston,TX,77550, ,6,http://www.islandtransit.net/,1543,32,47743,0,Texas Non-UZA, ,0,0,Y,25, ,25, , ,100% Overall probable correctness,** Street-Level Rooftop **,-94.803177,29.302761,Yet To Be Contacted
503,60016,60016,6016,Beaumont Municipal Transit System,BMT, ,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,9/30/2016 0:00,1/31/2017 0:00,550 Milam Street, , ,Beaumont,TX,77701, ,6,http://www.beaumonttransit.com/,2067,41,82731,222,"Beaumont, TX", ,1613,92,Y,0,18,18, , ,100% Overall probable correctness,** Street-Level Rooftop **,-94.096067,30.077261,Yet To Be Contacted
504,60022,60022,6022,Capital Area Transit System,CATS, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,12/31/2016 0:00,4/30/2017 0:00,2250 Florida Boulevard, , ,Baton Rouge,LA,70802,3125,6,http://www.brcats.com/,6106,211,367124,68,"Baton Rouge, LA", ,1620,367,Y,60,18,78, , ,100% Overall probable correctness,** Street-Level Rooftop **,-91.164876,30.449841,Yet To Be Contacted
505,60023,60023,6023,Lake Charles Transit System,LCTS, ,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,9/30/2016 0:00,1/31/2017 0:00,1155 Ryan Street, ,900,Lake Charles,LA,70615,900,6,http://www.cityoflakecharles.com/department/division.php?fdd=14-108/,1512,43,73474,228,"Lake Charles, LA", ,1134,127,Y,7, ,7, , ,100% Overall probable correctness,** Street-Level Rooftop **,-93.217881,30.224316,Yet To Be Contacted
506,60024,60024,6024,Shreveport Area Transit System,SporTran, ,Active,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,12/31/2016 0:00,4/30/2017 0:00,1115 Jack Wells Boulevard, ,7314,Shreveport,LA,71107, ,6,http://www.sportran.org/,1994,61,275213,126,"Shreveport, LA", ,1611,185,Y,54, ,54, , ,100% Overall probable correctness,** Street-Level Rooftop **,-93.757043,32.536397,Yet To Be Contacted
507,60026,60026,6026,City of Monroe Transit System,MTS,Monroe Transit System,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation", , , ,4/30/2016 0:00,10/31/2016 0:00,700 Washington Street, , ,Monroe,LA,71201, ,6,http://www.mtsbus.org/,1513,31,49601,272,"Monroe, LA", ,1422,82,Y,16, ,16, , ,100% Overall probable correctness,** Street-Level Rooftop **,-92.11306,32.506364,Yet To Be Contacted
508,60032,60032,6032,New Orleans Regional Transit Authority,NORTA, ,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service, , , ,12/31/2016 0:00,4/30/2017 0:00,2817 Canal Street, , ,New Orleans,LA,70119, ,6,http://www.norta.com/,1519,75,369250,49,"New Orleans, LA", ,3579,251,Y,0,163,163, , ,100% Overall probable correctness,** Street-Level Rooftop **,-90.088734,29.966843,Yet To Be Contacted
